ENTERPRISEID,CUSTOMERENTERPRISEID,CLIENTENTERPRISEID,CLIENTLOCATIONENTERPRISEID,SECURITYPROVIDERENTERPRISEID,GUARDQUALIFICATIONENTERPRISEID,SERVICELINECURRENTENTERPRISEID,WORKORDERTERMINATIONREASONENTERPRISEID,NUMBER,FULFILLMENTTYPE,CLASS,CATEGORY,POSITION,BILLINGCODE,STARTDATE,ENDDATE,DATECREATEDUTC,DATEMODIFIEDUTC
BFB74185-A59B-4D25-B674-A7DD58E6B10D,Psrm-CUS000001,Psrm-C0000362,Psrm-CL0214477,Psrm-V0002758,Psrm-WOGQ000002,Psrm-SL000008,,L2758.112986,MSP,Revised,Long Term,UUG 1,Billing Code Requested,2021-04-10T12:00:00Z,,2020-10-02T00:10:00-07:00,2021-04-09T15:22:00-07:00
99BBE527-4B61-40FF-8265-0BFE584EF6FE,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096330,Psrm-V0001803,Psrm-WOGQ000002,Psrm-SL000008,,L1803.133281,MSP,New,Long Term,UUG,Frank Foley,2021-05-05T22:00:00Z,,2021-05-04T22:29:00-07:00,2021-05-04T22:29:00-07:00
8F256B7A-C415-4A80-9705-6319B79309D8,Psrm-CUS000001,Psrm-C0000158,Psrm-CL0156612,Psrm-V0006063,Psrm-WOGQ000002,Psrm-SL000008,,L6063.127567,MSP,Revised,Long Term,UUG 2,N/A,2021-06-17T05:00:00Z,,2021-02-23T17:39:00-08:00,2021-06-16T19:13:00-07:00
79F0DE79-2211-4B2A-825C-9269E1990D6A,Psrm-CUS000001,Psrm-C0000378,Psrm-CL0236435,Psrm-V0006159,Psrm-WOGQ000002,Psrm-SL000008,,L6159.136635,MSP,Revised,Long Term,Unarmed Officer 1,7121603,2021-06-26T16:00:00Z,,2021-06-14T20:49:00-07:00,2021-06-22T18:57:00-07:00
CA200BE0-B4AA-4615-9B9A-948F5D29A4C5,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070277,Psrm-V0004456,Psrm-WOGQ000002,Psrm-SL000008,,L4456.98590,MSP,Revised,Long Term,UUG,N/A,2021-07-11T06:00:00Z,,2020-03-21T00:08:00-07:00,2021-07-07T18:03:00-07:00
EB2CD846-FDC5-45ED-8FC0-C88B349F28F8,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070147,Psrm-V0004125,Psrm-WOGQ000002,Psrm-SL000008,,L4125.81755,MSP,Revised,Long Term,UUG,N/A,2021-07-11T16:30:00Z,,2019-08-26T22:06:00-07:00,2021-07-07T18:13:00-07:00
73904AB5-28AD-4B6B-B7C0-955AFA8E3007,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070277,Psrm-V0005011,Psrm-WOGQ000001,Psrm-SL000008,,L5011.98200,MSP,Revised,Long Term,AUG,N/A,2021-07-25T11:00:00Z,,2020-03-18T18:24:00-07:00,2021-07-19T15:34:00-07:00
B717A8E2-BCD7-4F24-B687-17C07B52FD99,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070291,Psrm-V0005011,Psrm-WOGQ000001,Psrm-SL000008,,L5011.98199,MSP,Revised,Long Term,AUG,N/A,2021-07-25T11:00:00Z,,2020-03-18T18:22:00-07:00,2021-07-19T15:35:00-07:00
6A15E5AC-1C4B-4436-9362-2A9AC652C554,Psrm-CUS000001,Psrm-C0000467,Psrm-CL0236428,Psrm-V0006174,Psrm-WOGQ000002,Psrm-SL000008,,L6174.137973,MSP,Revised,Long Term,Unarmed Officer 1,Billing Code Requested,2021-08-20T21:00:00Z,,2021-07-01T21:07:00-07:00,2021-08-17T17:59:00-07:00
A4A8141D-BFE7-4265-AC4D-10734D6921D7,Psrm-CUS000001,Psrm-C0000362,Psrm-CL0214042,Psrm-V0006277,Psrm-WOGQ000002,Psrm-SL000008,,L6277.144333,MSP,Revised,Long Term,UUG 2,Billing Code Requested,2021-09-16T17:00:00Z,,2021-09-16T19:43:00-07:00,2021-09-17T01:15:00-07:00
43F5F16B-22C1-46E1-8A7E-CB06C2EB56DD,Psrm-CUS000001,Psrm-C0000225,Psrm-CL0159480,Psrm-V0005167,Psrm-WOGQ000003,Psrm-SL000007,,L5167.99833,MSP,Revised,Long Term,ODLE - Admin Fee,US00019229,2021-09-19T16:00:00Z,,2020-04-07T16:24:00-07:00,2022-05-09T19:23:00-07:00
BB100302-C488-4205-9C23-1631A5A55FFE,Psrm-CUS000001,Psrm-C0000225,Psrm-CL0159457,Psrm-V0005268,Psrm-WOGQ000003,Psrm-SL000007,,L5268.123540,MSP,Revised,Long Term,ODLE 1,US01638235,2021-10-03T07:00:00Z,,2021-01-04T01:41:00-08:00,2022-05-09T19:23:00-07:00
2906B129-124D-457E-80DF-3B8EACA86DAD,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0241956,Psrm-V0005011,Psrm-WOGQ000003,Psrm-SL000007,,L5011.145727,MSP,New,Long Term,Off Duty,N/A,2021-10-04T11:00:00Z,,2021-09-30T14:09:00-07:00,2022-05-09T19:23:00-07:00
DB501C6C-1802-4604-AB8E-6E3E5BFCD95F,Psrm-CUS000001,Psrm-C0000205,Psrm-CL0143413,Psrm-V0005186,Psrm-WOGQ000002,Psrm-SL000008,,L5186.135965,MSP,Revised,Long Term,UUG,N/A,2021-10-18T14:00:00Z,,2021-06-04T13:55:00-07:00,2021-10-14T19:37:00-07:00
EEBBFAB4-CB2D-44A0-B2E2-BD008AFF9F92,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096321,Psrm-V0005050,Psrm-WOGQ000002,Psrm-SL000008,,L5050.101383,MSP,Revised,Long Term,UUG,N/A,2021-11-01T22:00:00Z,,2020-05-08T15:50:00-07:00,2021-11-01T17:02:00-07:00
5D2721E4-85A4-4200-BE9C-3557304C28D3,Psrm-CUS000001,Psrm-C0000467,Psrm-CL0236430,Psrm-V0006174,Psrm-WOGQ000002,Psrm-SL000008,,L6174.137976,MSP,Revised,Long Term,Unarmed Officer 1,202109731SS,2021-11-10T21:00:00Z,,2021-07-01T21:09:00-07:00,2021-11-10T18:53:00-08:00
DA4FEED1-D9DB-4F4C-AC31-F63E1E5A7FD9,Psrm-CUS000001,Psrm-C0000225,Psrm-CL0159779,Psrm-V0005166,Psrm-WOGQ000003,Psrm-SL000007,,L5166.99831,MSP,Revised,Long Term,ODLE 1,US00507703,2021-11-27T07:00:00Z,,2020-04-07T16:18:00-07:00,2022-05-09T19:23:00-07:00
35895647-6513-4127-983E-19B76D7F93E8,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096323,Psrm-V0004672,Psrm-WOGQ000002,Psrm-SL000008,,L4672.153269,MSP,New,Long Term,UUG5,Zachary Whited,2021-12-06T14:00:00Z,,2021-12-07T20:57:00-08:00,2021-12-07T20:57:00-08:00
BB4AAF53-2AF6-468D-A22B-E720244772D0,Psrm-CUS000001,Psrm-C0000381,Psrm-CL0244820,Psrm-V0002041,Psrm-WOGQ000002,Psrm-SL000008,,L2041.156606,MSP,New,Long Term,Unarmed Officer 1,196259872,2022-01-08T12:00:00Z,,2022-01-11T23:18:00-08:00,2022-01-11T23:18:00-08:00
D3B5BAF6-CB33-4561-A529-BAA3917FE25A,Psrm-CUS000001,Psrm-C0000225,Psrm-CL0159779,Psrm-V0005166,Psrm-WOGQ000003,Psrm-SL000007,,L5166.99829,MSP,Revised,Long Term,ODLE - Admin Fee,US00507703,2022-01-18T07:00:00Z,,2020-04-07T15:58:00-07:00,2022-05-09T19:23:00-07:00
CB76C778-773A-4F4C-9845-BB8FF6F1243B,Psrm-CUS000001,Psrm-C0000258,Psrm-CL0204994,Psrm-V0005457,Psrm-WOGQ000002,Psrm-SL000008,,L5457.118097,MSP,Revised,Long Term,Unarmed Officer 1,190889524,2022-01-28T11:00:00Z,,2021-07-02T11:30:00-07:00,2022-01-28T14:24:00-08:00
3A57E589-03A4-4573-B693-09930E680306,Psrm-CUS000001,Psrm-C0000164,Psrm-CL0202629,Psrm-V0005854,Psrm-WOGQ000002,Psrm-SL000008,,L5854.150290,MSP,Revised,Long Term,UUG2,N/A,2022-02-17T10:00:00Z,,2021-11-16T19:28:00-08:00,2022-02-17T13:06:00-08:00
6B9AC94D-CC02-4631-B316-69AE17533CCD,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0157621,Psrm-V0005287,Psrm-WOGQ000002,Psrm-SL000008,,L5287.127696,MSP,Revised,Long Term,UUG,N/A,2022-02-27T12:30:00Z,,2022-02-25T05:20:00-08:00,2022-02-25T05:20:00-08:00
317F3E0A-CED6-4E4F-8156-68D093C8C34B,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0185786,Psrm-V0000151,Psrm-WOGQ000002,Psrm-SL000008,,L151.159991,MSP,Revised,Long Term,UUG,N/A,2022-02-27T12:00:00Z,,2022-02-25T05:21:00-08:00,2022-02-25T05:21:00-08:00
3A268327-EAA0-47BF-865F-131DBFE77E29,Psrm-CUS000001,Psrm-C0000362,Psrm-CL0214030,Psrm-V0006471,Psrm-WOGQ000002,Psrm-SL000008,,L6471.161195,MSP,New,Long Term,Inside Officer 1,Billing Code Requested,2022-03-03T13:00:00Z,,2022-03-02T22:02:00-08:00,2022-03-02T22:02:00-08:00
06E1DE8B-2190-456C-BF17-8A355AC31E32,Psrm-CUS000001,Psrm-C0000362,Psrm-CL0214242,Psrm-V0002293,Psrm-WOGQ000002,Psrm-SL000008,,L2293.161325,MSP,New,Long Term,UUG 1,Billing Code Requested,2022-03-05T09:00:00Z,,2022-03-03T21:10:00-08:00,2022-03-03T21:10:00-08:00
B578456A-B9FC-463E-A741-DC7A1B4F6DFB,Psrm-CUS000001,Psrm-C0000362,Psrm-CL0214242,Psrm-V0002293,Psrm-WOGQ000002,Psrm-SL000008,,L2293.161324,MSP,Revised,Long Term,UUG 2,Billing Code Requested,2022-03-05T13:00:00Z,,2022-03-03T21:09:00-08:00,2022-03-03T21:36:00-08:00
A4BB7874-988B-4E6E-84A3-4689F8BCE468,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070277,Psrm-V0004456,Psrm-WOGQ000002,Psrm-SL000008,,L4456.72610,MSP,Revised,Long Term,UUG,N/A,2022-03-09T12:00:00Z,,2019-04-16T17:14:00-07:00,2022-03-08T17:39:00-08:00
97922EA6-D74C-4BE0-B49F-6B6D944FD6C6,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070296,Psrm-V0004456,Psrm-WOGQ000002,Psrm-SL000008,,L4456.85111,MSP,Revised,Long Term,UUG,N/A,2022-03-09T06:00:00Z,,2019-10-07T20:24:00-07:00,2022-03-08T17:44:00-08:00
3315521C-E59B-42A7-82C8-3DD642FF7354,Psrm-CUS000001,Psrm-C0000084,Psrm-CL0144094,Psrm-V0004394,Psrm-WOGQ000002,Psrm-SL000008,,L4394.66929,MSP,Revised,Long Term,UUG,Property Development/POC: Christine Lebar/Christine.LeBar@sephora.com/SEP1253/PO US6600013097,2022-03-09T14:00:00Z,,2019-01-03T13:33:00-08:00,2022-03-08T22:51:00-08:00
A252412B-ECFF-407B-8A49-09B80E5745F8,Psrm-CUS000001,Psrm-C0000081,Psrm-CL0070291,Psrm-V0004456,Psrm-WOGQ000002,Psrm-SL000008,,L4456.72605,MSP,Revised,Long Term,UUG,N/A,2022-04-05T22:00:00Z,,2019-04-16T16:53:00-07:00,2022-04-05T17:29:00-07:00
BC2CC0CB-4B47-4775-8E45-188FB15BB7D5,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0143374,Psrm-V0000998,Psrm-WOGQ000002,Psrm-SL000008,,L998.104950,MSP,Revised,Long Term,UUG,Natalie Bickel,2022-04-10T20:00:00Z,,2020-12-30T09:49:00-08:00,2022-04-06T20:14:00-07:00
81CAC506-3E5F-463D-B06A-E1CDBE3AD285,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096329,Psrm-V0000998,Psrm-WOGQ000002,Psrm-SL000008,,L998.98414,MSP,Revised,Long Term,UUG,Natalie Bickel,2022-04-10T18:00:00Z,,2020-12-30T09:59:00-08:00,2022-04-06T20:18:00-07:00
A5942168-2B4D-46B8-8126-D133DB3F3CEF,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096329,Psrm-V0000998,Psrm-WOGQ000002,Psrm-SL000008,,L998.98413,MSP,Revised,Long Term,UUG,N/A,2022-04-10T19:00:00Z,,2020-12-30T09:59:00-08:00,2022-04-06T20:19:00-07:00
9BD574F8-FD8E-4558-9D51-9B681E9B257B,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0096329,Psrm-V0000998,Psrm-WOGQ000002,Psrm-SL000008,,L998.101624,MSP,Revised,Long Term,UUG-2,Natalie Bickel,2022-04-10T23:00:00Z,,2020-12-30T09:58:00-08:00,2022-04-06T20:20:00-07:00
57702A13-0442-4659-8BB8-92E4ADDF20F5,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0136222,Psrm-V0003327,Psrm-WOGQ000002,Psrm-SL000008,,L3327.131712,MSP,Revised,Long Term,UUG,Natalie Bickel,2022-04-10T18:00:00Z,,2021-04-16T21:34:00-07:00,2022-04-07T00:50:00-07:00
2757C402-B756-4944-A457-68411A93B383,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0136222,Psrm-V0003327,Psrm-WOGQ000002,Psrm-SL000008,,L3327.104959,MSP,Revised,Long Term,UUG,Natalie Bickel,2022-04-10T23:00:00Z,,2020-06-25T21:06:00-07:00,2022-04-07T00:57:00-07:00
A2317985-E7B5-4FF8-AE2E-903390F20CC0,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0029828,Psrm-V0006510,Psrm-WOGQ000001,Psrm-SL000008,,L6510.164393,MSP,New,Long Term,AUG,N/A,2022-04-08T17:00:00Z,,2022-04-07T16:18:00-07:00,2022-04-07T16:18:00-07:00
6067CEE8-8BFB-434D-BB8F-D3A80E1371E2,Psrm-CUS000001,Psrm-C0000512,Psrm-CL0241026,Psrm-V0006125,Psrm-WOGQ000002,Psrm-SL000008,,E6125.142503,MSP,Revised,Emergency,Unarmed Officer 1,lary.mercer@bestbuy.com/Lary Mercer,2022-04-08T10:00:00Z,,2021-08-28T02:42:00-07:00,2022-04-07T17:15:00-07:00
4233B3AE-F52A-43B1-AB86-8E4E80B4B84B,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0155183,Psrm-V0006537,Psrm-WOGQ000002,Psrm-SL000008,,L6537.164436,MSP,New,Long Term,UUG,Natalie Bickel,2022-04-10T21:00:00Z,,2022-04-07T22:49:00-07:00,2022-04-07T22:49:00-07:00
6A31441E-5470-4E9D-92D7-03B9D425563A,Psrm-CUS000001,Psrm-C0000424,Psrm-CL0239255,Psrm-V0006521,Psrm-WOGQ000002,Psrm-SL000008,,L6542.164895,MSP,New,Long Term,Site Supervisor,410603,2022-04-15T06:30:00Z,,2022-04-13T18:50:00-07:00,2022-04-13T18:50:00-07:00
B1F2A407-8D6A-4020-9700-A55412F76CA1,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0111253,Psrm-V0006368,Psrm-WOGQ000002,Psrm-SL000008,,L6368.165712,MSP,Revised,Long Term,UUG1,Natalie Bickel,2022-04-25T22:00:00Z,,2022-04-24T20:17:00-07:00,2022-04-25T02:21:00-07:00
44DC299E-D695-41B0-ACD2-656FF3A0F095,Psrm-CUS000001,Psrm-C0000414,Psrm-CL0257000,Psrm-V0006474,Psrm-WOGQ000001,Psrm-SL000008,,L6474.165773,MSP,New,Long Term,Armed Officer 1,N/A,2022-05-11T07:00:00Z,,2022-04-25T18:50:00-07:00,2022-04-25T18:50:00-07:00
E687E908-8384-427C-A7CC-BF18ADE02E5D,Psrm-CUS000001,Psrm-C0000414,Psrm-CL0257000,Psrm-V0006474,Psrm-WOGQ000001,Psrm-SL000008,,L6474.165774,MSP,New,Long Term,Overnight Armed Officer 1,N/A,2022-05-11T19:00:00Z,,2022-04-25T18:51:00-07:00,2022-04-25T18:51:00-07:00
32978A6E-C63D-4B0F-BAF0-74E8975F4945,Psrm-CUS000001,Psrm-C0000414,Psrm-CL0257000,Psrm-V0006474,Psrm-WOGQ000001,Psrm-SL000008,,L6474.165775,MSP,New,Long Term,Overnight Armed Officer 2,N/A,2022-05-11T19:00:00Z,,2022-04-25T18:51:00-07:00,2022-04-25T18:51:00-07:00
0E5AB75A-B758-4A7A-9B0B-D0BD2B9FCF71,Psrm-CUS000001,Psrm-C0000609,Psrm-CL0257376,Psrm-V0006521,Psrm-WOGQ000002,Psrm-SL000008,,L6536.165854,MSP,Revised,Long Term,Unarmed Officer 1,Billing Code Requested,2022-05-02T10:00:00Z,,2022-04-26T15:10:00-07:00,2022-04-26T15:20:00-07:00
3E7BF899-DB72-415B-82C3-E96E2604DAB6,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0216231,Psrm-V0006521,Psrm-WOGQ000002,Psrm-SL000008,,L6542.165230,MSP,Revised,Long Term,UUG1,N/A,2022-05-11T12:00:00Z,,2022-04-18T15:00:00-07:00,2022-05-10T19:50:00-07:00
3A29A23A-9849-4C00-804F-63825243CFC0,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134095,Psrm-V0004853,Psrm-WOGQ000002,Psrm-SL000008,,L4853.167177,MSP,New,Long Term,UUG,808110,2022-05-13T13:30:00Z,,2022-05-12T18:16:00-07:00,2022-05-12T18:16:00-07:00
E1E1A04A-8A89-4DA4-A8FC-A6CC250452C9,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134437,Psrm-V0004654,Psrm-WOGQ000002,Psrm-SL000008,,L4655.104552,MSP,Revised,Long Term,UUG,808110,2022-05-24T07:00:00Z,,2020-06-22T18:29:00-07:00,2022-05-23T19:49:00-07:00
BAC0EAAA-9DEF-4878-A690-59BF20D4D403,Psrm-CUS000001,Psrm-C0000264,Psrm-CL0181240,Psrm-V0006481,Psrm-WOGQ000002,Psrm-SL000008,,L6481.168381,MSP,New,Long Term,Unarmed Officer 1,N/A,2022-05-29T09:00:00Z,,2022-05-26T22:05:00-07:00,2022-05-26T22:05:00-07:00
DC571E67-6744-4BF0-9003-1CC8B42C9F93,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030443,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168676,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:30:00Z,,2022-05-31T17:49:00-07:00,2022-05-31T17:49:00-07:00
92D5BDFD-2A2E-4DCE-BD4F-E6FCF3DAB8AD,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030446,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168678,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:30:00Z,,2022-05-31T17:55:00-07:00,2022-05-31T17:55:00-07:00
2B96EC7A-0944-4039-9555-DC073BB203DF,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030448,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168679,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T07:00:00Z,,2022-05-31T18:00:00-07:00,2022-05-31T18:00:00-07:00
02D87F02-348B-4464-8F02-ACDA9406904A,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030442,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168680,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T15:30:00Z,,2022-05-31T18:01:00-07:00,2022-05-31T18:01:00-07:00
70F8CAAE-7B62-4AC6-B2E5-F9BC2A81E91E,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030449,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168681,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-05-31T18:02:00-07:00,2022-05-31T18:02:00-07:00
B5892E2B-C5EE-402D-931C-275578C8A052,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030441,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168682,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-05-31T18:04:00-07:00,2022-05-31T18:04:00-07:00
52EE9C4C-3222-4FBD-A013-B4E11A2E0DED,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0055392,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168683,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T16:00:00Z,,2022-05-31T18:05:00-07:00,2022-05-31T18:05:00-07:00
D7E98D0E-A19B-4A89-BF3D-FB5F7BA46FBF,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030447,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168684,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T16:30:00Z,,2022-05-31T18:06:00-07:00,2022-05-31T18:06:00-07:00
EB25D916-3851-430A-90AA-D92C41FD342E,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0055395,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168685,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T16:00:00Z,,2022-05-31T18:07:00-07:00,2022-05-31T18:07:00-07:00
1E6C6C79-D2B7-436F-A376-DE18FDF0AEEA,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030439,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168687,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T16:00:00Z,,2022-05-31T18:08:00-07:00,2022-05-31T18:08:00-07:00
2BD3CBF2-6763-4298-BFF8-A2086D484B59,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0030440,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168689,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:30:00Z,,2022-05-31T18:09:00-07:00,2022-05-31T18:09:00-07:00
4350BF13-7341-4AFB-8FE1-C3CA114B28CC,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0054850,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.168690,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-05-31T18:10:00-07:00,2022-05-31T18:10:00-07:00
66D6ABA8-BE98-4AC5-B3AA-5110608C3346,Psrm-CUS000001,Psrm-C0000126,Psrm-CL0099825,Psrm-V0005509,Psrm-WOGQ000002,Psrm-SL000008,,L5509.168758,MSP,New,Long Term,UUG,Billing Code Requested,2022-06-02T13:00:00Z,,2022-06-01T12:56:00-07:00,2022-06-01T12:56:00-07:00
DE121542-C9C5-44FC-A2B5-67EB158227C8,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0157317,Psrm-V0006605,Psrm-WOGQ000002,Psrm-SL000008,,L6605.168782,MSP,New,Long Term,UUG-2,Natalie Bickel,2022-06-06T20:00:00Z,,2022-06-01T18:03:00-07:00,2022-06-01T18:03:00-07:00
B072E6F6-241E-4177-92F1-A6DAC3C4880D,Psrm-CUS000001,Psrm-C0000116,Psrm-CL0157317,Psrm-V0006605,Psrm-WOGQ000002,Psrm-SL000008,,L6605.168784,MSP,New,Long Term,UUG,Natalie Bickel,2022-06-10T18:30:00Z,,2022-06-01T18:03:00-07:00,2022-06-01T18:03:00-07:00
7B19B257-5E1E-4ABE-A236-7A57E9287E8C,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0029830,Psrm-V0006510,Psrm-WOGQ000001,Psrm-SL000008,,L6510.168945,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-03T17:30:00Z,,2022-06-02T16:21:00-07:00,2022-06-02T16:21:00-07:00
7126597C-D448-4B6F-8CB6-A9327B5ADC48,Psrm-CUS000001,Psrm-C0000589,Psrm-CL0259553,Psrm-V0004192,Psrm-WOGQ000002,Psrm-SL000008,,L4192.168347,MSP,Revised,Long Term,Inside Officer 2,3601848768,2022-06-02T17:00:00Z,,2022-05-26T18:51:00-07:00,2022-06-02T17:34:00-07:00
24B309FE-3338-4CC4-B2FC-DA6EE8FB69A1,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134565,Psrm-V0005111,Psrm-WOGQ000002,Psrm-SL000008,,L5111.169017,MSP,New,Long Term,UUG1,808110,2022-06-04T10:00:00Z,,2022-06-03T14:45:00-07:00,2022-06-03T14:45:00-07:00
626BF742-0C91-46E0-BAFA-9689FAE9A4CF,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0055301,Psrm-V0005872,Psrm-WOGQ000001,Psrm-SL000008,,L5872.169029,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T18:00:00Z,,2022-06-03T17:21:00-07:00,2022-06-03T17:21:00-07:00
8717E862-EF75-4951-8021-9DF6EA374ECF,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0029831,Psrm-V0005872,Psrm-WOGQ000001,Psrm-SL000008,,L5872.169030,MSP,Revised,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-06-03T17:25:00-07:00,2022-06-03T17:26:00-07:00
5DCB9228-B8FB-4E4B-A994-5B0B57B14261,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0029844,Psrm-V0005872,Psrm-WOGQ000001,Psrm-SL000008,,L5872.169031,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-06-03T17:31:00-07:00,2022-06-03T17:31:00-07:00
7126139B-AB05-45C0-BAAA-4A6A399415CD,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0055000,Psrm-V0005872,Psrm-WOGQ000001,Psrm-SL000008,,L5872.169035,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T18:00:00Z,,2022-06-03T17:38:00-07:00,2022-06-03T17:38:00-07:00
67B6AB6D-0961-450A-A396-476B8C721661,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0055087,Psrm-V0005872,Psrm-WOGQ000001,Psrm-SL000008,,L5872.169038,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-06T17:00:00Z,,2022-06-03T17:40:00-07:00,2022-06-03T17:40:00-07:00
8431380E-083C-4DF7-892E-D65061F4FBE7,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0054353,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.169044,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-05T18:30:00Z,,2022-06-03T19:16:00-07:00,2022-06-03T19:16:00-07:00
CC2EFD2E-9B58-492C-81C4-F8F2E369DF82,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0054373,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.169045,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-05T17:00:00Z,,2022-06-03T19:18:00-07:00,2022-06-03T19:18:00-07:00
14F60279-4D3F-4346-B34F-C8FE62AFA6BB,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0054380,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.169046,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-05T17:30:00Z,,2022-06-03T19:19:00-07:00,2022-06-03T19:19:00-07:00
8402B135-7FE7-44F5-8210-3431FA1CDF69,Psrm-CUS000001,Psrm-C0000052,Psrm-CL0054423,Psrm-V0006545,Psrm-WOGQ000001,Psrm-SL000008,,L6545.169047,MSP,New,Long Term,Store Front Deterrent 1,N/A,2022-06-05T06:45:00Z,,2022-06-03T19:20:00-07:00,2022-06-03T19:20:00-07:00
